fgc,min,rec,rem,work
26,25,1,26,8316364
25,25,1,25,8314110
26,26,1,25,8313089
25,25,1,25,8313267
25,25,1,25,8313472
25,25,1,25,8314726
25,25,1,25,8313707
25,25,1,25,8313202
26,26,1,25,8314396
25,25,1,25,8314765
25,25,1,25,8315028
26,25,1,26,8315591
25,25,1,25,8316352
25,25,1,25,8310931
25,25,1,25,8312981
25,25,1,25,8313941
25,25,1,25,8315212
26,25,1,26,8314837
25,24,1,25,8315024
25,25,1,25,8311654
25,25,1,25,8313718
25,25,1,25,8317940
25,25,1,25,8310777
25,25,1,25,8314788
25,25,1,25,8312815
25,25,1,25,8311988
25,25,1,25,8315465
25,25,1,25,8313249
25,25,1,25,8312648
25,25,1,25,8317273
25,25,1,25,8310165
25,25,1,25,8315470
25,25,1,25,8315327
25,25,1,25,8313416
25,25,1,25,8312575
25,25,1,25,8311653
25,25,1,25,8313068
25,24,1,25,8312911
26,26,1,25,8313536
26,25,1,26,8312769
25,25,1,25,8314712
26,25,1,26,8314609
25,25,1,25,8314869
25,25,1,25,8314987
25,25,1,25,8314059
26,26,1,25,8314942
25,25,1,25,8313670
26,25,1,26,8315915
25,25,1,25,8310356
25,18,1,25,8314738
