fgc,min,rec,rem,work
25,25,1,25,8312313
26,26,1,25,8314959
25,25,1,25,8317995
25,25,1,25,8313507
25,25,1,25,8316688
25,25,1,25,8315039
25,24,1,25,8313521
25,25,1,25,8315270
25,25,1,25,8315526
25,25,1,25,8313890
25,25,1,25,8315256
25,25,1,25,8313115
25,25,1,25,8314992
25,25,1,25,8313962
25,25,1,25,8314043
25,25,1,25,8315909
25,25,1,25,8314948
25,25,1,25,8313108
26,26,1,25,8317203
25,25,1,25,8314370
25,25,1,25,8316868
25,25,1,25,8312709
25,25,1,25,8313643
25,25,1,25,8314370
25,25,1,25,8316801
26,26,1,25,8316397
25,25,1,25,8314058
25,25,1,25,8315430
26,26,1,25,8314471
25,25,1,25,8313483
25,25,1,25,8311559
25,25,1,25,8313904
25,25,1,25,8314759
25,25,1,25,8311933
25,25,1,25,8316796
25,25,1,25,8313721
25,25,1,25,8317656
25,25,1,25,8311286
25,25,1,25,8314742
25,25,1,25,8313595
25,25,1,25,8313010
25,25,1,25,8314009
25,25,1,25,8312845
25,25,1,25,8316141
25,25,1,25,8317204
26,25,1,26,8315423
25,25,1,25,8312129
25,25,1,25,8317628
25,25,1,25,8315092
25,25,1,25,8315957
