fgc,min,rec,rem,work
25,24,1,25,8317520
25,25,1,25,8313898
25,25,1,25,8315028
25,25,1,25,8317462
25,24,1,25,8312906
25,25,1,25,8311204
25,25,1,25,8314191
25,25,1,25,8315348
25,25,1,25,8312429
25,25,1,25,8313551
25,24,1,25,8310304
25,25,1,25,8313402
25,25,1,25,8313796
25,25,1,25,8308659
25,25,1,25,8313748
25,25,1,25,8313940
26,26,1,25,8314946
25,25,1,25,8315791
25,25,1,25,8314216
25,25,1,25,8316895
25,25,1,25,8314050
26,26,1,25,8312983
25,25,1,25,8317080
25,25,1,25,8313494
25,25,1,25,8312702
25,25,1,25,8315290
25,25,1,25,8312430
25,25,1,25,8313162
25,25,1,25,8316033
25,25,1,25,8316780
25,25,1,25,8314190
25,25,1,25,8317821
25,25,1,25,8312052
25,25,1,25,8313332
25,24,1,25,8311085
25,25,1,25,8314591
25,25,1,25,8314780
25,25,1,25,8315612
26,26,1,25,8317928
26,25,1,26,8315823
26,26,1,25,8316069
26,25,1,26,8315079
25,25,1,25,8315758
26,26,1,25,8312825
25,25,1,25,8312514
25,25,1,25,8315280
25,25,1,25,8312305
25,25,1,25,8315189
25,25,1,25,8311454
25,25,1,25,8313595
