fgc,min,rec,rem,work
25,25,1,25,8310752
25,25,1,25,8315132
25,25,1,25,8314356
25,25,1,25,8315776
25,25,1,25,8313136
25,25,1,25,8311514
25,25,1,25,8313521
25,25,1,25,8316214
25,25,1,25,8315768
25,25,1,25,8314142
26,25,1,26,8314405
25,25,1,25,8312335
25,25,1,25,8313529
25,25,1,25,8315620
25,25,1,25,8317137
25,25,1,25,8318389
25,25,1,25,8314243
25,25,1,25,8315027
25,25,1,25,8313358
25,24,1,25,8314503
25,25,1,25,8313188
25,25,1,25,8313007
25,25,1,25,8314483
25,25,1,25,8315480
25,25,1,25,8310173
25,25,1,25,8316128
25,25,1,25,8313920
25,25,1,25,8313251
26,25,1,26,8314891
25,25,1,25,8314083
25,25,1,25,8314413
25,25,1,25,8317765
25,25,1,25,8311070
25,18,1,25,8314917
25,25,1,25,8313464
25,25,1,25,8313466
25,25,1,25,8315574
25,25,1,25,8313907
25,24,1,25,8311220
25,25,1,25,8316258
25,25,1,25,8314823
25,25,1,25,8313839
25,25,1,25,8316339
25,25,1,25,8313671
25,25,1,25,8313408
25,25,1,25,8317847
25,25,1,25,8315270
25,25,1,25,8314335
25,25,1,25,8313360
25,25,1,25,8316110
