fgc,min,rec,rem,work
25,24,1,25,8313239
25,25,1,25,8313334
25,25,1,25,8313287
25,25,1,25,8311742
25,24,1,25,8313462
25,25,1,25,8317086
25,25,1,25,8313123
25,24,1,25,8315352
25,25,1,25,8311402
25,25,1,25,8313203
25,25,1,25,8315600
25,25,1,25,8313318
25,25,1,25,8315529
25,25,1,25,8313723
26,25,1,26,8317097
25,25,1,25,8314206
25,25,1,25,8313815
25,25,1,25,8313047
25,25,1,25,8311666
25,25,1,25,8313401
25,25,1,25,8315850
25,25,1,25,8314124
25,25,1,25,8312692
25,24,1,25,8317107
25,25,1,25,8315372
25,25,1,25,8314749
26,26,1,25,8316204
25,25,1,25,8316177
25,25,1,25,8314782
25,24,1,25,8314845
25,25,1,25,8313062
25,25,1,25,8312268
25,25,1,25,8314201
25,25,1,25,8314308
25,25,1,25,8312932
25,25,1,25,8314316
26,25,1,26,8314439
25,24,1,25,8315477
25,25,1,25,8318176
25,25,1,25,8312559
25,25,1,25,8316239
25,25,1,25,8312875
25,25,1,25,8314957
25,25,1,25,8313497
25,24,1,25,8311835
25,25,1,25,8311269
25,25,1,25,8314540
25,25,1,25,8315474
25,25,1,25,8315527
25,25,1,25,8315352
